Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
34506,"The Light Fantastic (Discworld, #2; Rincewind #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020702""","=""9780061020704""",3,3.98,HarperTorch,Mass Market Paperback,277,2000,1986,2014/04/14,2014/03/28,,,read,,,,1,,,0,,,,,
34532,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154288""","=""9780552154284""",4,4.23,Corgi,Paperback,432,2006,1996,2015/01/21,2014/12/25,,,read,,,,1,,,0,,,,,
509784,The End of Eternity,Isaac Asimov,"Asimov, Isaac",,"=""0449016196""","=""9780449016190""",3,4.24,Fawcett Crest,Mass Market Paperback,192,1971,1955,,2013/05/20,,,read,,,,1,,,0,,,,,
19117,Fathers and Sons,Ivan Turgenev,"Turgenev, Ivan","George Reavy, Jane Costlow","=""0451529693""","=""9780451529695""",1,3.97,Signet Book,Paperback,244,2005,1862,,2013/05/29,,,read,,,,1,,,0,,,,,
1354164,Fairy Tales,Alexander Pushkin,"Pushkin, Alexander",Arthur Boyd,"=""021420572X""","=""9780214205729""",2,4.46,,,93,1978,1837,,2013/08/02,,,read,,,,1,,,0,,,,,
113435,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,"=""0312864590""","=""9780312864590""",2,3.80,Tor Books,Hardcover,704,2003,2003,2013/03/05,2013/02/12,,,read,,,,1,,,0,,,,,
46306,The Complete Fairy Tales,Hans Christian Andersen,"Andersen, Hans Christian","Lily Owens, Arthur Rackham, Hans Richter","=""0517092913""","=""9780517092910""",2,4.28,Gramercy Books,Hardcover,803,1996,1872,2013/05/29,2013/05/29,,,read,,,,1,,,0,,,,,
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",4,4.17,Bantam,Hardcover,244,2004,1951,2013/05/29,2010/08/26,,,read,,,,1,,,0,,,,,
17214,Starship Troopers,Robert A. Heinlein,"Heinlein, Robert A.",,"=""""","=""""",2,4.00,Ace Books,Mass Market Paperback,264,1987,1959,2013/07/31,2013/07/23,,,read,,,,1,,,0,,,,,
18194,The Cyberiad,Stanisław Lem,"Lem, Stanisław","Michael Kandel, Daniel Mróz","=""0156027593""","=""9780156027595""",2,4.17,Harcourt,Paperback,295,2002,1965,2013/09/06,2013/08/22,,,read,,,,1,,,0,,,,,
28768,Eden,Stanisław Lem,"Lem, Stanisław",Marc E. Heine,"=""0156278065""","=""9780156278065""",3,3.90,Mariner Books,Paperback,276,1991,1959,2013/09/27,2013/09/11,,,read,,,,1,,,0,,,,,
953490,The Investigation,Stanisław Lem,"Lem, Stanisław",Adele Milch,"=""0156451581""","=""9780156451581""",4,3.56,Mariner Books,Paperback,224,1986,1958,2013/10/01,2013/09/27,,,read,,,,1,,,0,,,,,
88321,Memoirs of a Space Traveler: Further Reminiscences of Ijon Tichy,Stanisław Lem,"Lem, Stanisław","Joel Stern, Maria Święcicka-Ziemianek","=""0810117320""","=""9780810117327""",2,4.19,Northwestern University Press,Paperback,153,2000,1957,2013/10/07,2013/10/02,,,read,,,,1,,,0,,,,,
979581,Die Astronauten,Stanisław Lem,"Lem, Stanisław",,"=""3518369415""","=""9783518369418""",2,3.49,Suhrkamp Verlag,Paperback,304,2001,1951,2013/10/14,2013/10/07,,,read,,,,1,,,0,,,,,
251632,Hospital of the Transfiguration,Stanisław Lem,"Lem, Stanisław",William Brand,"=""0156421763""","=""9780156421768""",2,3.77,Mariner Books,Paperback,228,1991,1955,2013/10/24,2013/10/14,,,read,,,,1,,,0,,,,,
889418,The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem,"Lem, Stanisław",Michael Kandel,"=""0156849054""","=""9780156849050""",2,4.26,Mariner Books,Paperback,286,1985,1971,2013/12/15,2013/12/02,,,read,,,,1,,,0,,,,,
13412360,Obłok Magellana,Stanisław Lem,"Lem, Stanisław",,"=""8308037364""","=""8308029329""",2,3.75,Wydawnictwo Literackie,Hardcover,409,2005,1955,2014/01/16,2013/12/18,,,read,,,,1,,,0,,,,,
28769,Tales of Pirx the Pilot,Stanisław Lem,"Lem, Stanisław",Louis Iribarne,"=""0156881500""","=""9780156881500""",3,4.10,Mariner Books,Paperback,206,1990,1961,2014/02/12,2014/02/12,,,read,,,,1,,,0,,,,,
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",Vytautas Petrukaitis,"=""""","=""""",3,4.20,Signet,Mass Market Paperback,325,1963,1962,2014/03/16,2014/02/12,,,read,,,,1,,,0,,,,,
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",3,3.99,Harper,Paperback,228,2005,1983,2014/03/28,2013/03/05,,,read,,,,1,,,0,,,,,
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",4,4.23,Harpertorch,Mass Market Paperback,243,2001,1987,2014/04/29,2014/04/19,,,read,,,,1,,,0,,,,,
34499,"Sourcery (Discworld, #5; Rincewind #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020672""","=""9780061020674""",3,3.89,Harper,Mass Market Paperback,276,2008,1988,2014/05/21,2014/04/29,,,read,,,,1,,,0,,,,,
64217,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0061020656""","=""9780061020650""",2,3.91,Harper,Paperback,341,2008,1989,2014/06/27,2014/06/04,,,read,,,,1,,,0,,,,,
64216,"Guards! Guards! (Discworld, #8; City Watch #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",4,4.32,HarperTorch,Mass Market Paperback,376,2001,1989,2014/07/14,2014/06/27,,,read,,,,1,,,0,,,,,
64218,"Eric (Discworld, #9; Rincewind #4)",Terry Pratchett,"Pratchett, Terry",,"=""0380821214""","=""9780380821211""",2,3.76,Harper,Mass Market Paperback,197,2008,1990,2014/07/20,2014/07/14,,,read,,,,1,,,0,,,,,
34510,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552152943""","=""9780552152945""",2,3.95,Corgi,Paperback,396,2005,1990,2014/08/02,2014/07/20,,,read,,,,1,,,0,,,,,
34529,"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett,"Pratchett, Terry",,"=""055215315X""","=""9780552153157""",3,4.17,Corgi,Paperback,400,2005,1992,2014/10/13,2014/10/06,,,read,,,,1,,,0,,,,,
400354,"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061092193""","=""9780061092190""",3,4.37,HarperPrism,Mass Market Paperback,377,2003,1993,2014/11/08,2014/10/13,,,read,,,,1,,,0,,,,,
34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,"Pratchett, Terry",,"=""057506689X""","=""9780575066892""",3,4.03,Gollancz,Hardcover,424,1999,1994,2014/11/17,2014/11/08,,,read,,,,1,,,0,,,,,
884288,"Interesting Times (Discworld, #17; Rincewind #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061056901""","=""9780061056901""",4,4.14,HarperTorch,Mass Market Paperback,368,1998,1994,2014/11/29,2014/11/17,,,read,,,,1,,,0,,,,,
78876,"Maskerade (Discworld, #18; Witches #5)",Terry Pratchett,"Pratchett, Terry",,"=""0575058080""","=""9780575058088""",3,4.08,Gollancz,Hardcover,285,1995,1995,2014/12/08,2014/11/28,,,read,,,,1,,,0,,,,,
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552153257""","=""9780552153256""",4,4.29,Corgi,Paperback,411,2005,1996,2014/12/25,2014/12/08,,,read,,,,1,,,0,,,,,
34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",3,4.20,,Paperback,496,2003,2003,2015/07/21,2014/12/25,,,read,,,,1,,,0,,,,,
47994,"The Last Continent (Discworld, #22; Rincewind #6)",Terry Pratchett,"Pratchett, Terry",,"=""0552154180""","=""9780552154185""",3,3.98,Corgi,Paperback,416,2006,1998,2015/02/20,2014/12/25,,,read,,,,1,,,0,,,,,
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,"Pratchett, Terry",,"=""0061051586""","=""9780061051586""",3,4.14,Harper Voyager,Hardcover,296,1999,1998,2015/03/18,2014/12/25,,,read,,,,1,,,0,,,,,
63720,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0552154229""","=""9780552154222""",3,4.27,Corgi,Paperback,464,2008,1999,2015/04/09,2014/12/25,,,read,,,,1,,,0,,,,,
34498,The Truth,Stephen Briggs,"Briggs, Stephen",Terry Pratchett,"=""0413771164""","=""9780413771162""",3,4.23,Bloomsbury Methuen Drama,Paperback,336,2002,2000,2015/04/24,2014/12/25,,,read,,,,1,,,0,,,,,
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061031321""","=""9780061031328""",2,4.25,HarperTorch,Paperback,378,2008,2001,2015/05/13,2014/12/25,,,read,,,,1,,,0,,,,,
34492,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0060890312""","=""9780060890315""",4,4.22,HarperTempest,Hardcover,325,2006,2006,2015/09/22,2014/12/25,,,read,,,,1,,,0,,,,,
116296,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061161640""","=""9780061161643""",3,4.23,Harper,Hardcover,394,2007,2007,2015/10/08,2014/12/25,,,read,,,,1,,,0,,,,,
7576115,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0385611072""","=""9780385611077""",3,4.32,Doubleday Childrens,Hardcover,349,2010,2010,2015/11/13,2014/12/25,,,read,,,,1,,,0,,,,,
11275323,"Raising Steam (Discworld, #40, Moist von Lipwig #3)",Terry Pratchett,"Pratchett, Terry",,"=""0857522272""","=""9780857522276""",2,3.98,Doubleday,Hardcover,377,2013,2013,2016/01/22,2014/12/25,,,read,,,,1,,,0,,,,,
7743175,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325950""","=""9780765325952""",3,4.53,Tor Books,Hardcover,912,2013,2013,2016/02/29,2013/05/19,,,read,,,,1,,,0,,,,,
19351490,Grimm's Fairy Tales,Jacob Grimm,"Grimm, Jacob","Wilhelm Grimm, Edward Robert Hughes","=""""","=""""",2,4.13,,Kindle Edition,518,2012,1909,2016/03/08,2016/03/08,,,read,,,,1,,,0,,,,,
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",2,3.94,Plume,Paperback,231,2003,1982,2016/04/22,2016/02/23,,,read,,,,1,,,0,,,,,
6680250,"Красное на красном (Отблески Этерны, #1)",Vera Kamsha,"Kamsha, Vera",,"=""5699054367""","=""9785699054367""",3,4.09,Эксмо,Hardcover,544,2004,2004,2016/05/17,2016/02/23,,,read,,,,1,,,0,,,,,
4431338,"От войны до войны (Отблески Этерны, #2)",Vera Kamsha,"Kamsha, Vera",,"=""5699071318""","=""9785699071319""",3,4.25,Эксмо,Hardcover,574,2005,2000,2016/05/30,2016/05/17,,,read,,,,1,,,0,,,,,
11842564,Пламя Этерны (Отблески Этерны),Vera Kamsha,"Kamsha, Vera",,"=""5425040334""","=""9785425040336""",3,3.90,Эксмо,ebook,127,,2004,2016/06/23,2016/06/29,,,read,,,,1,,,0,,,,,
11842562,"Лик Победы (Отблески Этерны, #3)",Vera Kamsha,"Kamsha, Vera",,"=""5425040040""","=""9785425040046""",3,3.92,Эксмо,ebook,1048,,2005,2016/06/29,2016/05/30,,,read,,,,1,,,0,,,,,
11842567,"Зимний излом. Том 1. Из глубин (Отблески Этерны, #4)",Vera Kamsha,"Kamsha, Vera",,"=""5425047843""","=""9785425047847""",2,3.84,Эксмо,ebook,957,,2006,2016/07/31,2016/05/30,,,read,,,,1,,,0,,,,,
11842568,"Зимний излом. Том 2. Яд Минувшего. Часть 1 (Отблески Этерны, #5.1)",Vera Kamsha,"Kamsha, Vera",,"=""5425053150""","=""9785425053152""",2,3.77,Эксмо,ebook,608,,2007,2016/08/10,2016/05/30,,,read,,,,1,,,0,,,,,
11842569,"Зимний излом. Том 2. Яд Минувшего. Часть 2 (Отблески Этерны, #5.2)",Vera Kamsha,"Kamsha, Vera",,"=""5425053541""","=""9785425053541""",2,3.72,Эксмо,ebook,2509,,2007,2016/08/29,2016/05/30,,,read,,,,1,,,0,,,,,
8742110,"Сердце Зверя. Том 1. Правда стали, ложь зеркал (Отблески Этерны, #6)",Vera Kamsha,"Kamsha, Vera",,"=""5699317988""","=""9785699317981""",2,3.65,Эксмо,Hardcover,544,2008,2008,2016/09/11,2016/05/30,,,read,,,,1,,,0,,,,,
8742115,"Сердце Зверя. Том 2. Шар Судеб (Отблески Этерны, #7)",Vera Kamsha,"Kamsha, Vera",,"=""5699384197""","=""9785699384198""",1,3.78,Эксмо,Hardcover,480,2009,2009,2016/09/14,2016/05/30,,,read,,,,1,,,0,,,,,
10615057,"Сердце Зверя. Том 3. Синий взгляд Смерти. Закат (Отблески Этерны, #8)",Vera Kamsha,"Kamsha, Vera",,"=""""","=""9785699476534""",1,3.65,Эксмо,Hardcover,704,2011,2011,2016/10/16,2016/05/30,,,read,,,,1,,,0,,,,,
16123609,"Сердце Зверя. Том 3. Синий взгляд Смерти. Полночь. (Отблески Этерны, #9)",Vera Kamsha,"Kamsha, Vera",,"=""""","=""9785699600151""",1,3.38,Издательство «ЭКСМО»,Hardcover,544,2012,2012,2016/11/01,2016/05/30,,,read,,,,1,,,0,,,,,
6732019,Rework,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0307463745""","=""9780307463746""",3,3.96,Crown Business,Hardcover,279,2010,2010,2016/11/07,2016/11/01,,,read,,,,1,,,0,,,,,
132749,A Time to Love and a Time to Die,Erich Maria Remarque,"Remarque, Erich Maria",Denver Lindley,"=""0151904707""","=""9780151904709""",4,4.42,"Harcourt, Brace and Company",Hardcover,379,1954,1954,2016/11/20,2015/08/04,,,read,,,,1,,,0,,,,,
33600,Shantaram,Gregory David Roberts,"Roberts, Gregory David",,"=""192076920X""","=""9781920769208""",3,4.25,Scribe,Paperback,936,2004,2003,2016/12/26,2015/08/05,,,read,,,,1,,,0,,,,,
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,"Hunt, Andy",Dave Thomas,"=""020161622X""","=""9780201616224""",2,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,2017/01/04,2016/12/05,,,read,,,,1,,,0,,,,,
5094,"The Drawing of the Three (The Dark Tower, #2)",Stephen King,"King, Stephen",,"=""0451210859""","=""9780451210852""",1,4.22,Signet,Paperback,463,2003,1987,2017/01/11,2016/12/26,,,read,,,,1,,,0,,,,,
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""""",3,3.92,Harper,Paperback,212,2016,2016,2017/01/23,2016/11/24,,,read,,,,1,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",2,4.07,Tor Books,Hardcover,399,2014,2006,2017/03/12,2015/12/28,,,read,,,,1,,,0,,,,,
15823480,Anna Karenina,Leo Tolstoy,"Tolstoy, Leo","Constance Garnett, Aylmer Maude, Louise Maude, Dmitriy Butko, Lev Tolstoj, George Gibian","=""""","=""""",3,4.07,Vintage,Paperback,964,2012,1877,2017/03/12,2016/02/16,,,read,,,,1,,,0,,,,,
23168817,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,"Cixin, Liu","Eisso Post, Joel Martinsen, Bruno Roubicek, Richard Heufkens","=""""","=""""",2,4.41,Tor Books,Hardcover,512,2015,2008,2017/04/11,2017/01/01,,,read,,,,1,,,0,,,,,
1128434,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej","Danusia Stok, Peter Kenny","=""0575077832""","=""9780575077836""",3,4.14,Gollancz,Hardcover,384,2007,1993,2017/05/08,2016/02/22,,,read,,,,1,,,0,,,,,
1128437,"Miecz przeznaczenia (Saga o Wiedźminie, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""8370540376""","=""9788370540371""",4,4.28,SuperNOWA,Paperback,343,1994,1992,2017/05/21,2016/02/23,,,read,,,,1,,,0,,,,,
68458,"Krew elfów (Saga o Wiedźminie, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""8370540791""","=""9788370540791""",3,4.10,superNOVA,Paperback,295,2007,1994,2017/05/31,2016/02/23,,,read,,,,1,,,0,,,,,
233858,Der Vorleser,Bernhard Schlink,"Schlink, Bernhard",,"=""3257229534""","=""9783257229530""",2,3.77,Diogenes,Paperback,207,1997,1995,2017/06/27,2017/03/20,,,read,,,,1,,,0,,,,,
68453,"Czas pogardy (Saga o Wiedźminie, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""8370540910""","=""9788370540913""",3,4.17,superNOWA,Paperback,319,1995,1995,2017/06/28,2016/02/23,,,read,,,,1,,,0,,,,,
28766,Fiasco,Stanisław Lem,"Lem, Stanisław",Michael Kandel,"=""0156306301""","=""9780156306300""",0,4.12,Mariner Books,Paperback,322,1988,1986,,2019/06/23,to-read,to-read (#151),to-read,,,,0,,,0,,,,,
68455,"Wieża Jaskółki (Saga o Wiedźminie, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""8370541240""","=""9788370541248""",3,4.24,superNOWA,Paperback,428,2001,1997,2017/10/25,2016/02/23,,,read,,,,1,,,0,,,,,
33117946,Programming Elixir 1.3: Functional |> Concurrent |> Pragmatic |> Fun,Dave Thomas,"Thomas, Dave",,"=""""","=""""",2,4.29,Pragmatic Bookshelf,Kindle Edition,364,2016,2013,2017/08/06,2017/05/13,,,read,,,,1,,,0,,,,,
68452,"Pani Jeziora (Saga o Wiedźminie, #5)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""8370541291""","=""9788370541293""",3,4.13,superNOWA,Paperback,520,2001,1996,2017/12/08,2016/02/23,,,read,,,,1,,,0,,,,,
1876770,"Chrzest ognia (Saga o Wiedźminie, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""""","=""""",3,4.27,SuperNOWA,Paperback,336,1996,1996,2017/10/13,2016/02/23,,,read,,,,1,,,0,,,,,
43713,Structure and Interpretation of Computer Programs,Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",2,4.47,MIT Press,Paperback,657,1996,1984,2018/01/11,2017/11/16,,,read,,,,1,,,0,,,,,
6718693,Learn you some Erlang for great good!,Fred Hebert,"Hebert, Fred",,"=""""","=""""",2,4.49,No Starch Press,Paperback,593,,2012,2018/05/02,2017/11/14,,,read,,,,1,,,0,,,,,
21853621,The Nightingale,Kristin Hannah,"Hannah, Kristin",,"=""0312577222""","=""9780312577223""",2,4.59,St. Martin's Press,Hardcover,440,2015,2015,2018/06/25,2016/01/07,,,read,,,,1,,,0,,,,,
1425879,Ich bin kein Berliner: Ein Reiseführer für faule Touristen,Wladimir Kaminer,"Kaminer, Wladimir",Vitali Konstantinov,"=""3442542405""","=""9783442542406""",2,3.47,Goldmann,Paperback,256,2007,2007,2018/08/23,2018/06/28,,,read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",2,3.93,Scribner,Paperback,200,2004,1925,2018/09/05,2016/03/22,,,read,,,,1,,,0,,,,,
930871,Die Verwandlung,Franz Kafka,"Kafka, Franz",Vladimir Nabokov,"=""3596258758""","=""9783596258758""",2,3.84,Fischer Taschenbuch Verlag,Paperback,109,1986,1915,2018/10/02,2018/08/23,,,read,,,,1,,,0,,,,,
243381,Berlin Alexanderplatz,Alfred Döblin,"Döblin, Alfred",,"=""3423002956""","=""9783423002950""",2,3.85,Deutscher Taschenbuch Verlag,Paperback,457,2009,1929,2018/11/01,2016/03/22,,,read,,,,1,,,0,,,,,
15757898,Verteidigung der Missionarsstellung,Wolf Haas,"Haas, Wolf",,"=""3455404189""","=""9783455404180""",1,3.92,Hoffmann und Campe,Hardcover,239,2012,2012,2019/03/12,2019/01/07,,,read,,,,1,,,0,,,,,
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",4,4.01,Ballantine Books,Mass Market Paperback,296,1987,1929,2019/04/01,2015/08/04,,,read,,,,1,,,0,,,,,
1812595,"Narrenturm (Trylogia husycka, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""8370541534""","=""9788370541538""",3,4.04,SuperNOWA,Paperback,640,2002,2002,2019/05/27,2017/06/23,,,read,,,,1,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.27,Orbit,Paperback,561,2011,2011,,2019/06/05,to-read,to-read (#150),to-read,,,,0,,,0,,,,,
1297123,The Black Obelisk,Erich Maria Remarque,"Remarque, Erich Maria",,"=""0449912442""","=""9780449912447""",4,4.38,Random House Trade Paperbacks,Paperback,448,1998,1956,2016/03/18,2015/08/04,,,read,,,,1,,,0,,,,,
106,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,"Herbert, Frank",,"=""0441172695""","=""9780441172696""",2,3.89,Ace Books,Mass Market Paperback,331,1987,1969,2019/04/18,2019/04/01,,,read,,,,1,,,0,,,,,
827,"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"Stephenson, Neal",,"=""0553380966""","=""9780553380965""",0,4.16,Spectra,Paperback,499,2000,1995,,2019/04/01,to-read,to-read (#149),to-read,,,,0,,,0,,,,,
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",0,4.16,Hodder & Stoughton,Paperback,288,2005,1966,,2019/04/01,to-read,to-read (#148),to-read,,,,0,,,0,,,,,
13821,Lord of Light,Roger Zelazny,"Zelazny, Roger",,"=""0060567236""","=""9780060567231""",0,4.07,Harper Voyager,Paperback,296,2010,1967,,2019/04/01,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
164154,"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,"Jr., Walter M. Miller",Mary Doria Russell,"=""0060892994""","=""9780060892999""",0,3.98,HarperCollins EOS,Paperback,334,2006,1959,,2019/04/01,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
17841,Foucault's Pendulum,Umberto Eco,"Eco, Umberto",William Weaver,"=""015603297X""","=""9780156032971""",3,3.91,Mariner Books,Paperback,623,2007,1988,2019/03/25,2015/08/04,,,read,,,,1,,,0,,,,,
30763415,Город Эн,Leonid Dobychin,"Dobychin, Leonid",Леонид Добычин,"=""""","=""""",0,3.83,Общественное достояние,Kindle Edition,84,,1935,,2018/08/20,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude, Martha","=""""","=""""",3,4.14,Oxford University Press,Paperback,1392,1998,1869,,2013/02/12,,,read,,,,1,,,0,,,,,
341521,Идиот,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Фёдор Михайлович Достоевский,"=""5389047303""","=""9785389047303""",2,4.20,Азбука-Аттикус,Hardcover,640,2012,1869,2019/01/07,2016/02/22,,,read,,,,1,,,0,,,,,
1526595,Die Vermessung der Welt,Daniel Kehlmann,"Kehlmann, Daniel",,"=""3499241005""","=""9783499241000""",3,3.74,Rowolt Taschenbuch Verlag,Paperback,302,2005,2005,2019/01/04,2018/10/14,,,read,,,,1,,,0,,,,,
